'Error:': 'Automatic test entry invalid status for trace', 'Test Name': 'tests.reports.businessReport.PatientReportExportTests.usageRecentDaysDelayed', 'Test Status': 'Skipped', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC1', 'Owner': 'Carlos', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC1\\Carlos\\20200924T195016Z-PatientReportExportTests-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'prodSmokeTest.ProdEnvironmentSmokeTest.step6', 'Test Status': 'Failed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'prodSmokeTest.ProdEnvironmentSmokeTest.step7', 'Test Status': 'Failed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'prodSmokeTest.ProdEnvironmentSmokeTest.step4', 'Test Status': 'Failed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'prodSmokeTest.ProdEnvironmentSmokeTest.step5', 'Test Status': 'Failed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.task.general.F2239_TasksV2.Test_TasksV2_Save_Filter_View_With_Null_DisplayName', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'prodSmokeTest.ProdEnvironmentSmokeTest.step3', 'Test Status': 'Failed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'F1881_PatientReference.Test_Search_Patient_WithPatientReference_Info', 'Test Status': 'Failed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.task.general.F2239_TasksV2.Test_TasksV2_FilterTasks_With_EmptyString_Organization_Under_OtherTasks', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.rules.RulesTests.pamsUpdatePatientRuleSet', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'F2745_Helix_Data_Upload.ChunkGoodHashNoInitialize', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.reports.businessReport.TaskReportsTests.prescriptionExternalUserTaskDirectReport', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.reports.businessReport.TaskReportsTests.secureReport', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.rules.RulesTests.testGetPatientsCompliance', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'prodSmokeTest.ProdEnvironmentSmokeTest.createClinicalUser', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tools.TestNGToolsValidationTest.assertNotEqualsOnSomethingThatDoesNotEqualTest', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.task.general.F2239_TasksV2.Test_Return_5Tasks_ByDefault_Under_MyTasks', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'F5310_Mask_Suggestions.Assign_All_Mask_Suggestions_To_Patient', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tools.DSN_TDG_Test_Server_Tests.validTDGUsageDataGenerationXML', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.rules.RulesTests.updatePatientAfterAddingARuleSet', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.task.general.F2239_TasksV2.Test_GetDefaultFilter_For_Tasks_Page', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.task.general.F2239_TasksV2.Test_TasksV2_Filter_Tasks_Task_Date_InFuture_OutOfRange_Under_MyTasks', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.reports.businessReport.BusinessReportTemplateTests.saveCustomFieldsTemplate', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'DevEnvironmentSmokeTest.addSubOrg', 'Test Status': 'Failed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'F4750_Sapphire_LinkedPatientsOxygenRetrieval.getTherapyDates_latestCO_WHEN_clinicalPatientHasLatestDate_THEN_latestDateReturned', 'Test Status': 'Failed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.reports.businessReport.PatientReportExportTests.initialComplianceStatisticDirect', 'Test Status': 'Failed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.task.general.F2239_TasksV2.Test_Task_Status_In_PAL_ShallBe_Dismissed_Even_If_Task_Is_Opened', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.task.adherenceProfile.AdherenceProfilerTests.dismissAdherenceProfilerTask', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.task.general.F2239_TasksV2.Test_TasksV2_FilterTasks_EmptyString_TimeZone_Under_MyTasks', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.reports.businessReport.PatientReportExportTests.nexusEquipmentJapanDirectReport', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tools.TestNGToolsValidationTest.assertFailTest', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.patient.gateway.PatientSearch.defaultUsersLocationManagedByLocation', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.reports.businessReport.TaskReportsTests.sleepHealthTaskDirectReport', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'jmeter.F2745_JMeterTestPreparer.prepareJmeterTestData', 'Test Status': 'Failed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tools.TestNGToolsValidationTest.assertNotEqualsOnSomethingThatEqualsTest', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.reports.businessReport.TaskReportsTests.patientCompliantDirectReport', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.task.general.F2239_TasksV2.Test_TasksV2_FilterTasks_With_EmptyString_Organization_Under_MyTasks', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.reports.businessReport.PatientReportExportTests.totalRowCount', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.reports.businessReport.BusinessReportTemplateTests.externalServicesFilterOptions', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.task.general.F2239_TasksV2.Test_TasksV2_Save_Filter_View_With_Empty_DisplayName', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.reports.businessReport.TaskReportsTests.trilogyHealthTaskDirectReport', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.task.general.F2239_TasksV2.Test_TasksV2_FilterTasks_Null_TimeZone_Under_OtherTasks', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'DevEnvironmentSmokeTest.addPatient', 'Test Status': 'Failed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'F2662_Alternate_Phone_Numbers.Add_PAMSPatient_AlternatePhoneNumbers', 'Test Status': 'Failed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.task.general.F2239_TasksV2.Test_Update_Existing_Filter', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'DE5373 tests.reports.businessReport.TaskReportsTests.usageNTDDirectReport', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.reports.businessReport.TaskReportsTests.manualTaskDirectReport', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.task.adherenceProfile.AdherenceProfilerTests.editAdherenceProfilerTask', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'F1881_PatientReference.Test_Search_Patient_With_Partial_PatientReference_Info', 'Test Status': 'Failed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'helpers.SAPHelper.testIsDeviceAssignedAndClearAssignmentForDevice', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'F1523_Patient_Care_Team_Member.addCareTeamUpsert', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'dev.PlaceholderTest.Placeholder', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tools.DSN_TDG_Test_Server_Tests.invalidTDGUsageDataGenerationQueryString', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'DevEnvironmentSmokeTest.therapySleepSDCardDataUpload', 'Test Status': 'Failed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.reports.businessReport.TaskReportsTests.taskInDirectReport', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'F2745_Helix_Data_Upload.ChunksBadHash', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tools.TestNGToolsValidationTest.assertEqualsOnSomethingThatDoesNotEqualTest', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.task.general.F2239_TasksV2.Test_Return_Task_On_A_Patient_With_Default_Filter', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'F5310_Mask_Suggestions.Save_Mask_Suggestions_To_Patient', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tools.TestNGToolsValidationTest.assertNullOnSomethingNull', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.task.general.F2239_TasksV2.Test_TasksV2_Future_Tasks_Counts_Returned_Only_On_Patient', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
'Error:': 'Automatic test not part of trace', 'Test Name': 'tests.task.general.F2239_TasksV2.Test_TasksV2_FilterTasks_With_EmptySubCategoryList', 'Test Status': 'Passed', 'Release': '1.33.0', 'V&V Test Report': '2228014 v51', 'RC': 'RC2', 'Owner': 'TeamCity', 'File Path': '..\\data\\ER2228014 v51 ATT2 Automated as-run\\1.33.0\\RestApiTests\\RC2\\TeamCity\\20200929T032612Z-LegacyTrace-GroupByMethod.txt'
